time,agent,route_target_index,route_target_distance_km,in_route_domain,lat,lon,cas_mps,tas_mps,goal_distance_km,heading_error_deg,heading_action,speed_action,nearest_nm,outside
0.0,KL001,1,13.711439849880179,True,52.2789486892528,4.865284693659011,150.0,152.40357712476657,122.510717842223,-0.2719320304418602,0.847679615020752,-0.9346346855163574,23.338118686247633,False
0.0,KL002,1,122.78102496989742,True,52.87560914167301,3.485147210171768,150.0,152.40357712476657,107.82195504414683,-0.35873346391610994,-0.36132246255874634,-0.8903675079345703,16.62239689231353,False
0.0,KL003,1,19.0878790658116,True,52.671799772444984,3.016925426342482,150.0,152.40357712476657,163.89935085273567,0.0059066831917107265,0.9861695766448975,-0.6669999361038208,10.511040663924163,False
0.0,KL004,1,79.38071813735174,True,51.883322146459996,5.388022239056282,150.0,152.40357712476657,126.95077232297612,-0.34665356476807574,-0.4070972800254822,0.9798332452774048,29.130563067630654,False
0.0,KL005,1,56.7402337572931,True,51.178576688096875,3.9361348162805214,150.0,152.40357712476657,143.96046976940679,-0.26776955660659496,0.9237830638885498,-0.7980063557624817,28.70488209980089,False
0.0,KL006,1,36.21842174285129,True,52.82592609329869,2.8797640621328364,150.0,152.40357712476657,150.69252291888347,-0.08782040106109434,0.674157977104187,-0.8573920130729675,10.511040663924163,False
0.0,KL007,1,133.27912277362418,True,52.36479709463254,5.485527607285183,150.0,152.40357712476657,121.78627635442584,0.059547506318153864,0.9281895160675049,0.3910759687423706,23.338118686247633,False
0.0,KL008,1,38.10017604750276,True,50.83260596841015,4.460516712150405,150.0,152.40357712476657,138.21362318973988,-0.307621039635535,0.9165647029876709,-0.9867498278617859,28.70488209980089,False
0.0,KL009,1,32.36898669540611,True,52.57724061857567,2.7095278987217304,150.0,152.40357712476657,111.42482043472147,-0.11794954694539683,-0.14017140865325928,0.916370153427124,12.560010336571827,False
0.0,KL0010,1,159.20697141029615,True,52.599423494047805,3.453411186917089,150.0,152.40357712476657,159.33242330899142,0.02781977188604401,0.35659825801849365,-0.9967368245124817,16.487405141973706,False
10.0,KL001,1,14.858125094012928,True,52.28282247265024,4.844325868911317,146.79407570296132,149.15208687341988,121.04642908716089,-17.915722984264505,0.9263941049575806,-0.7872352600097656,23.220169287835148,False
10.0,KL002,1,121.53991932568287,True,52.86677470398631,3.5018487706750383,146.94589559565412,149.3060725008831,106.35327663995677,17.281827351530893,-0.4191213846206665,-0.9431926608085632,16.940368634133577,False
10.0,KL003,1,18.278107181234223,True,52.65872679541112,3.0222099426272515,147.71196297647296,150.08305599450208,162.4233679709714,-17.522205004266368,0.8366715908050537,0.220100998878479,10.496998606895307,False
10.0,KL004,1,77.89565148037877,True,51.870712733456315,5.378452898008712,153.35998597089056,155.81093900375674,125.42642951124957,-17.32866842339095,-0.7215023636817932,0.9636536836624146,29.559717115086226,False
10.0,KL005,1,55.993404321283805,True,51.184508622907224,3.9553512819435372,147.26265986610773,149.6273529407991,142.49004884916386,17.310108395841496,0.957726240158081,0.04834163188934326,28.310595195687856,False
10.0,KL006,1,34.925898468113616,True,52.81316800698165,2.8868812690699226,147.0589892321781,149.42077892691526,149.1983435799806,3.496657077774074,0.9544103145599365,-0.7304618954658508,10.496998606895307,False
10.0,KL007,1,132.57400667790955,True,52.36021524504086,5.464255053861072,151.3407683150912,153.7632971994545,120.27807132646723,-17.10255448988204,0.8680641651153564,0.09044408798217773,23.220169287835148,False
10.0,KL008,1,36.88206895166904,True,50.84346203399684,4.47291030266874,146.6153402210364,148.97080069826765,136.74662045836206,17.330491740895496,0.8226382732391357,-0.9299781322479248,28.310595195687856,False
10.0,KL009,1,31.41177234026961,True,52.56800670352504,2.7266462646444007,153.14233125873102,155.59022722555937,109.89737793061016,-17.130189365469988,0.0196915864944458,0.8876760005950928,12.073547260504649,False
10.0,KL0010,1,157.73970295574907,True,52.586065967004025,3.4548319365477305,146.58108855100326,148.93606010665567,157.86547295610129,16.165145186952827,0.267197847366333,-0.9917927384376526,16.360776693765605,False
20.0,KL001,1,15.732125053720512,True,52.2826132365107,4.822857163089285,144.0936865852293,146.41304595255352,119.76280649322383,-36.105541004473196,0.9456726312637329,-0.5179173350334167,23.249000636007253,False
20.0,KL002,1,120.16344989145568,True,52.8559516584018,3.5142406015834804,143.71063033524456,146.02448696506667,105.01849461258097,24.993838789190818,-0.3131251335144043,-0.8273705840110779,17.1269033657606,False
20.0,KL003,1,17.188942665981,True,52.647091409846674,3.0335847030907788,148.4663582401958,150.84818149406686,161.0784727241011,-31.656346181366615,0.5669926404953003,0.2542436122894287,10.557455345684081,False
20.0,KL004,1,76.31489704652854,True,51.85664002473363,5.375072097281168,156.66447141772107,159.16163378295974,124.01697844950277,-34.16402489245988,-0.8053715825080872,0.9014971256256104,29.858226512412728,False
20.0,KL005,1,54.91950415260127,True,51.18653997797713,3.9765145551548224,147.4279860511099,149.79503485725527,141.16887978491695,35.07333963844465,0.9919905662536621,0.802574634552002,27.942842943314364,False
20.0,KL006,1,33.80875326196909,True,52.800172209137976,2.890733094888842,144.55331071833095,146.8792662458093,147.7631484505842,15.002863242392351,0.9967280626296997,-0.5262210965156555,10.557455345684081,False
20.0,KL007,1,131.51141225440347,True,52.352027194887235,5.446049393308057,151.65047725808355,154.07737504594732,118.91261039542734,-33.6374736078144,0.16369915008544922,0.3758103847503662,23.249000636007253,False
20.0,KL008,1,35.517852498798604,True,50.85123513338609,4.489579448202133,143.42539690969224,145.73515286663684,135.45764599374743,35.54461630956459,0.8330135345458984,-0.17468315362930298,27.942842943314364,False
20.0,KL009,1,30.146974248186027,True,52.56203322825506,2.7478212720179283,156.1862423087045,158.67674095748774,108.4797085631606,-34.05085975643888,0.018887639045715332,0.8256251811981201,11.60408358615071,False
20.0,KL0010,1,156.31565470269007,True,52.57294815364381,3.4551811807128683,143.17914432663153,145.48535783031608,156.44183967655383,12.169799894646559,0.5604257583618164,-0.9563813805580139,16.00253336668215,False
30.0,KL001,1,16.30224296020293,True,52.27840975565438,4.802821934210314,142.31696597865096,144.61076070105392,118.77866962890629,-54.71220904688704,0.861756443977356,0.32827258110046387,23.406825307529818,False
30.0,KL002,1,118.77385543130141,True,52.84466479807032,3.5245643075429642,140.87260183010497,143.14553656353146,103.78008794812536,30.402756480281028,-0.017254114151000977,-0.6184778213500977,17.2755233873687,False
